,Team,GP,W,L,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Season,Date,Opponent
2027,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,100.0,0.0,100.0,25.0,30.0,50.0,2023,2022/11/21,Calgary Flames
2028,Boston Bruins,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,50.0,66.7,50.0,66.7,29.0,35.0,52.0,2023,2022/11/21,Tampa Bay Lightning
2029,Ottawa Senators,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,66.7,0.0,66.7,38.0,31.0,56.7,2023,2022/11/21,San Jose Sharks
2030,Toronto Maple Leafs,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,50.0,100.0,50.0,100.0,32.0,24.0,52.5,2023,2022/11/21,New York Islanders
2031,Carolina Hurricanes,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,0.0,100.0,0.0,100.0,27.0,23.0,51.2,2023,2022/11/21,Winnipeg Jets
2032,Tampa Bay Lightning,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,33.3,50.0,33.3,50.0,35.0,29.0,48.0,2023,2022/11/21,Boston Bruins
2033,Nashville Predators,1,1,0,0,2,1.000,0,0,1,3,3,3.00,3.00,28.6,100.0,14.3,100.0,45.0,27.0,54.7,2023,2022/11/21,Arizona Coyotes
2034,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,33.3,100.0,33.3,100.0,27.0,28.0,62.0,2023,2022/11/21,Anaheim Ducks
2035,Calgary Flames,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,100.0,0.0,100.0,30.0,25.0,50.0,2023,2022/11/21,Philadelphia Flyers
2036,Colorado Avalanche,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,16.7,100.0,16.7,100.0,35.0,24.0,35.2,2023,2022/11/21,Dallas Stars
2037,Edmonton Oilers,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,25.0,66.7,25.0,66.7,30.0,28.0,53.7,2023,2022/11/21,New Jersey Devils
2038,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,0.0,100.0,0.0,100.0,29.0,38.0,53.9,2023,2022/11/21,Vegas Golden Knights
2039,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,66.7,0.0,66.7,28.0,27.0,38.0,2023,2022/11/21,St. Louis Blues
2040,Dallas Stars,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,0.0,83.3,0.0,83.3,24.0,35.0,64.8,2023,2022/11/21,Colorado Avalanche
2041,San Jose Sharks,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,33.3,100.0,33.3,100.0,31.0,38.0,43.3,2023,2022/11/21,Ottawa Senators
2042,Winnipeg Jets,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,100.0,0.0,100.0,23.0,27.0,48.8,2023,2022/11/21,Carolina Hurricanes
2043,Arizona Coyotes,1,0,0,1,1,.500,0,0,0,3,3,3.00,3.00,0.0,71.4,0.0,85.7,27.0,45.0,45.3,2023,2022/11/21,Nashville Predators
2044,Vegas Golden Knights,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,0.0,100.0,0.0,100.0,38.0,29.0,46.2,2023,2022/11/21,Vancouver Canucks
2045,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,0.0,100.0,0.0,100.0,25.0,32.0,54.8,2023,2022/11/20,Chicago Blackhawks
2046,Florida Panthers,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,0.0,0.0,-33.3,0.0,50.0,23.0,46.7,2023,2022/11/20,Columbus Blue Jackets
2047,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,0.0,100.0,0.0,100.0,32.0,25.0,45.2,2023,2022/11/20,Pittsburgh Penguins
2048,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,100.0,100.0,100.0,133.3,23.0,50.0,53.3,2023,2022/11/20,Florida Panthers
2049,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,25.0,100.0,25.0,150.0,36.0,26.0,40.9,2023,2022/11/19,Ottawa Senators
2050,New York Islanders,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,20.0,100.0,20.0,100.0,29.0,35.0,36.2,2023,2022/11/19,Dallas Stars
2051,New York Rangers,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,43.0,23.0,40.0,2023,2022/11/19,San Jose Sharks
2052,Philadelphia Flyers,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,0.0,66.7,0.0,66.7,29.0,32.0,34.6,2023,2022/11/19,Montreal Canadiens
2053,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,3,0,3.00,0.00,0.0,100.0,0.0,100.0,32.0,32.0,47.6,2023,2022/11/19,Winnipeg Jets
2054,Boston Bruins,1,1,0,0,2,1.000,1,1,0,6,1,6.00,1.00,66.7,66.7,66.7,66.7,43.0,18.0,44.4,2023,2022/11/19,Chicago Blackhawks
2055,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,33.3,33.3,16.7,33.3,34.0,23.0,38.0,2023,2022/11/19,Toronto Maple Leafs
2056,Montréal Canadiens,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,33.3,100.0,33.3,100.0,32.0,29.0,65.4,2023,2022/11/19,Philadelphia Flyers
2057,Ottawa Senators,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,75.0,-50.0,75.0,26.0,36.0,59.2,2023,2022/11/19,New Jersey Devils
2058,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,66.7,66.7,66.7,83.3,23.0,34.0,62.0,2023,2022/11/19,Buffalo Sabres
2059,Carolina Hurricanes,1,0,0,1,1,.500,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,21.0,21.0,38.5,2023,2022/11/19,Minnesota Wild
2060,Florida Panthers,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,33.3,66.7,33.3,66.7,35.0,35.0,46.0,2023,2022/11/19,Calgary Flames
2061,Tampa Bay Lightning,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,40.0,80.0,40.0,80.0,39.0,32.0,50.0,2023,2022/11/19,Nashville Predators
2062,Washington Capitals,1,0,1,0,0,.000,0,0,0,0,4,0.00,4.00,0.0,66.7,0.0,66.7,32.0,29.0,59.3,2023,2022/11/19,Colorado Avalanche
2063,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,1,6,1.00,6.00,33.3,33.3,33.3,33.3,18.0,43.0,55.6,2023,2022/11/19,Boston Bruins
2064,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,6,1,6.00,1.00,66.7,100.0,66.7,100.0,37.0,28.0,41.9,2023,2022/11/19,Columbus Blue Jackets
2065,Nashville Predators,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,20.0,60.0,20.0,60.0,32.0,39.0,50.0,2023,2022/11/19,Tampa Bay Lightning
2066,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,50.0,50.0,50.0,50.0,34.0,32.0,48.3,2023,2022/11/19,Anaheim Ducks
2067,Calgary Flames,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,33.3,66.7,33.3,66.7,35.0,35.0,54.1,2023,2022/11/19,Florida Panthers
2068,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,4,0,4.00,0.00,33.3,100.0,33.3,100.0,29.0,32.0,40.7,2023,2022/11/19,Washington Capitals
2069,Edmonton Oilers,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,33.3,100.0,33.3,100.0,23.0,34.0,44.4,2023,2022/11/19,Vegas Golden Knights
2070,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,50.0,50.0,50.0,50.0,32.0,34.0,51.7,2023,2022/11/19,St. Louis Blues
2071,Dallas Stars,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,80.0,0.0,80.0,35.0,29.0,63.8,2023,2022/11/19,New York Islanders
2072,Los Angeles Kings,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,66.7,0.0,100.0,29.0,29.0,41.7,2023,2022/11/19,Seattle Kraken
2073,San Jose Sharks,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,23.0,43.0,60.0,2023,2022/11/19,New York Rangers
2074,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,1,6,1.00,6.00,0.0,33.3,0.0,33.3,28.0,37.0,58.1,2023,2022/11/19,Detroit Red Wings
2075,Minnesota Wild,1,1,0,0,2,1.000,0,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,21.0,21.0,61.5,2023,2022/11/19,Carolina Hurricanes
2076,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,100.0,0.0,100.0,32.0,32.0,52.4,2023,2022/11/19,Pittsburgh Penguins
2077,Vegas Golden Knights,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,0.0,66.7,0.0,66.7,34.0,23.0,55.6,2023,2022/11/19,Edmonton Oilers
2078,Seattle Kraken,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,33.3,100.0,0.0,100.0,29.0,29.0,58.3,2023,2022/11/19,Los Angeles Kings
2079,Vancouver Canucks,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,33.3,100.0,33.3,100.0,25.0,38.0,50.0,2023,2022/11/18,Los Angeles Kings
2080,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,66.7,0.0,66.7,38.0,25.0,50.0,2023,2022/11/18,Vancouver Canucks
2081,New Jersey Devils,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,80.0,0.0,80.0,33.0,27.0,40.0,2023,2022/11/17,Toronto Maple Leafs
2082,New York Islanders,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,33.3,66.7,33.3,66.7,33.0,31.0,48.2,2023,2022/11/17,Nashville Predators
2083,New York Rangers,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,50.0,100.0,50.0,100.0,30.0,32.0,44.9,2023,2022/11/17,Seattle Kraken
2084,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,25.0,50.0,25.0,50.0,23.0,32.0,50.0,2023,2022/11/17,Boston Bruins
2085,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,6,4,6.00,4.00,40.0,100.0,20.0,100.0,32.0,23.0,57.6,2023,2022/11/17,Minnesota Wild
2086,Boston Bruins,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,50.0,75.0,50.0,75.0,32.0,23.0,50.0,2023,2022/11/17,Philadelphia Flyers
2087,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,4,6,4.00,6.00,33.3,100.0,33.3,100.0,42.0,29.0,48.5,2023,2022/11/17,Columbus Blue Jackets
2088,Toronto Maple Leafs,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,20.0,100.0,20.0,100.0,27.0,33.0,60.0,2023,2022/11/17,New Jersey Devils
2089,Carolina Hurricanes,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,66.7,0.0,66.7,48.0,15.0,68.3,2023,2022/11/17,Colorado Avalanche
2090,Florida Panthers,1,0,1,0,0,.000,0,0,0,4,6,4.00,6.00,50.0,100.0,50.0,100.0,44.0,29.0,45.5,2023,2022/11/17,Dallas Stars
2091,Tampa Bay Lightning,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,50.0,66.7,50.0,66.7,24.0,40.0,51.4,2023,2022/11/17,Calgary Flames
2092,Washington Capitals,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,33.3,75.0,33.3,100.0,51.0,24.0,35.3,2023,2022/11/17,St. Louis Blues
2093,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,7,4,7.00,4.00,0.0,100.0,0.0,100.0,21.0,25.0,49.1,2023,2022/11/17,San Jose Sharks
2094,Nashville Predators,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,33.3,66.7,33.3,66.7,31.0,33.0,51.9,2023,2022/11/17,New York Islanders
2095,St. Louis Blues,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,25.0,66.7,0.0,66.7,24.0,51.0,64.7,2023,2022/11/17,Washington Capitals
2096,Calgary Flames,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,33.3,50.0,33.3,50.0,40.0,24.0,48.6,2023,2022/11/17,Tampa Bay Lightning
2097,Colorado Avalanche,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,33.3,100.0,33.3,100.0,15.0,48.0,31.8,2023,2022/11/17,Carolina Hurricanes
2098,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,50.0,0.0,50.0,31.0,32.0,41.5,2023,2022/11/17,Winnipeg Jets
2099,Dallas Stars,1,1,0,0,2,1.000,1,1,0,6,4,6.00,4.00,0.0,50.0,0.0,50.0,29.0,44.0,54.6,2023,2022/11/17,Florida Panthers
2100,San Jose Sharks,1,0,1,0,0,.000,0,0,0,4,7,4.00,7.00,0.0,100.0,0.0,100.0,25.0,21.0,50.9,2023,2022/11/17,Detroit Red Wings
2101,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,6,4,6.00,4.00,0.0,66.7,0.0,66.7,29.0,42.0,51.5,2023,2022/11/17,Montreal Canadiens
2102,Minnesota Wild,1,0,1,0,0,.000,0,0,0,4,6,4.00,6.00,0.0,60.0,0.0,80.0,23.0,32.0,42.4,2023,2022/11/17,Pittsburgh Penguins
2103,Winnipeg Jets,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,50.0,100.0,50.0,100.0,32.0,31.0,58.5,2023,2022/11/17,Anaheim Ducks
2104,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,80.0,0.0,80.0,26.0,39.0,52.8,2023,2022/11/17,Vegas Golden Knights
2105,Vegas Golden Knights,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,20.0,100.0,20.0,100.0,39.0,26.0,47.2,2023,2022/11/17,Arizona Coyotes
2106,Seattle Kraken,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,50.0,0.0,50.0,32.0,30.0,55.1,2023,2022/11/17,New York Rangers
2107,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,12.5,80.0,12.5,80.0,30.0,40.0,42.9,2023,2022/11/16,Ottawa Senators
2108,Ottawa Senators,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,20.0,87.5,20.0,87.5,40.0,30.0,57.1,2023,2022/11/16,Buffalo Sabres
2109,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,33.3,100.0,0.0,100.0,27.0,35.0,58.0,2023,2022/11/16,St. Louis Blues
2110,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,66.7,0.0,100.0,35.0,27.0,42.0,2023,2022/11/16,Chicago Blackhawks
2111,Edmonton Oilers,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,100.0,0.0,100.0,23.0,32.0,44.4,2023,2022/11/16,Los Angeles Kings
2112,Los Angeles Kings,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,100.0,0.0,100.0,32.0,23.0,55.6,2023,2022/11/16,Edmonton Oilers
2113,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,50.0,100.0,50.0,100.0,39.0,26.0,45.2,2023,2022/11/15,Montreal Canadiens
2114,Philadelphia Flyers,1,0,0,1,1,.500,0,0,0,4,5,4.00,5.00,50.0,0.0,50.0,0.0,37.0,33.0,47.5,2023,2022/11/15,Columbus Blue Jackets
2115,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,100.0,0.0,100.0,37.0,33.0,54.9,2023,2022/11/15,Toronto Maple Leafs
2116,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,0.0,33.3,0.0,33.3,32.0,32.0,43.8,2023,2022/11/15,Vancouver Canucks
2117,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,50.0,0.0,50.0,26.0,39.0,54.8,2023,2022/11/15,New Jersey Devils
2118,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,100.0,0.0,100.0,33.0,37.0,45.1,2023,2022/11/15,Pittsburgh Penguins
2119,Florida Panthers,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,100.0,100.0,100.0,100.0,43.0,43.0,45.0,2023,2022/11/15,Washington Capitals
2120,Tampa Bay Lightning,1,1,0,0,2,1.000,0,1,0,5,4,5.00,4.00,20.0,0.0,0.0,0.0,38.0,32.0,51.3,2023,2022/11/15,Dallas Stars
2121,Washington Capitals,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,0.0,0.0,0.0,43.0,43.0,55.0,2023,2022/11/15,Florida Panthers
2122,Detroit Red Wings,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,25.0,80.0,25.0,80.0,33.0,30.0,55.2,2023,2022/11/15,Anaheim Ducks
2123,Nashville Predators,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,20.0,100.0,20.0,100.0,25.0,33.0,54.7,2023,2022/11/15,Minnesota Wild
2124,Vancouver Canucks,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,66.7,100.0,66.7,100.0,32.0,32.0,56.3,2023,2022/11/15,Buffalo Sabres
2125,Anaheim Ducks,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,20.0,75.0,20.0,75.0,30.0,33.0,44.8,2023,2022/11/15,Detroit Red Wings
2126,Dallas Stars,1,0,0,1,1,.500,0,0,0,4,5,4.00,5.00,100.0,80.0,100.0,100.0,32.0,38.0,48.7,2023,2022/11/15,Tampa Bay Lightning
2127,San Jose Sharks,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,50.0,100.0,50.0,100.0,29.0,26.0,44.1,2023,2022/11/15,Vegas Golden Knights
2128,Columbus Blue Jackets,1,1,0,0,2,1.000,0,1,0,5,4,5.00,4.00,100.0,50.0,100.0,50.0,33.0,37.0,52.5,2023,2022/11/15,Philadelphia Flyers
2129,Minnesota Wild,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,80.0,0.0,80.0,33.0,25.0,45.3,2023,2022/11/15,Nashville Predators
2130,Vegas Golden Knights,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,50.0,0.0,50.0,26.0,29.0,55.9,2023,2022/11/15,San Jose Sharks
2131,New York Islanders,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,66.7,83.3,66.7,83.3,35.0,38.0,50.9,2023,2022/11/14,Ottawa Senators
2132,Ottawa Senators,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,16.7,33.3,16.7,33.3,38.0,35.0,49.2,2023,2022/11/14,New York Islanders
2133,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,3,0,3.00,0.00,0.0,100.0,0.0,100.0,32.0,27.0,38.7,2023,2022/11/14,Chicago Blackhawks
2134,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,100.0,0.0,100.0,27.0,32.0,61.3,2023,2022/11/14,Carolina Hurricanes
2135,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,50.0,80.0,50.0,80.0,39.0,47.0,51.6,2023,2022/11/14,Colorado Avalanche
2136,Calgary Flames,1,1,0,0,2,1.000,1,1,0,6,5,6.00,5.00,50.0,50.0,50.0,50.0,30.0,29.0,49.3,2023,2022/11/14,Los Angeles Kings
2137,Colorado Avalanche,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,20.0,50.0,20.0,50.0,47.0,39.0,48.4,2023,2022/11/14,St. Louis Blues
2138,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,5,6,5.00,6.00,50.0,50.0,50.0,50.0,29.0,30.0,50.8,2023,2022/11/14,Calgary Flames
2139,New York Rangers,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,25.0,83.3,25.0,83.3,27.0,32.0,38.5,2023,2022/11/13,Arizona Coyotes
2140,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,33.3,-16.7,33.3,38.0,31.0,25.9,2023,2022/11/13,Dallas Stars
2141,Boston Bruins,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,66.7,33.3,83.3,33.0,31.0,63.8,2023,2022/11/13,Vancouver Canucks
2142,Tampa Bay Lightning,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,50.0,100.0,50.0,100.0,35.0,22.0,45.3,2023,2022/11/13,Washington Capitals
2143,Washington Capitals,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,0.0,50.0,0.0,50.0,22.0,35.0,54.7,2023,2022/11/13,Tampa Bay Lightning
2144,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,33.3,66.7,16.7,66.7,31.0,33.0,36.2,2023,2022/11/13,Boston Bruins
2145,Dallas Stars,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,66.7,100.0,66.7,116.7,31.0,38.0,74.1,2023,2022/11/13,Philadelphia Flyers
2146,San Jose Sharks,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,0.0,100.0,-33.3,100.0,37.0,30.0,51.8,2023,2022/11/13,Minnesota Wild
2147,Minnesota Wild,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,0.0,100.0,0.0,133.3,30.0,37.0,48.2,2023,2022/11/13,San Jose Sharks
2148,Winnipeg Jets,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,28.6,75.0,28.6,75.0,30.0,21.0,43.5,2023,2022/11/13,Seattle Kraken
2149,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,16.7,75.0,16.7,75.0,32.0,27.0,61.5,2023,2022/11/13,New York Rangers
2150,Seattle Kraken,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,25.0,71.4,25.0,71.4,21.0,30.0,56.5,2023,2022/11/13,Winnipeg Jets
2151,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,12.5,50.0,12.5,50.0,26.0,18.0,58.2,2023,2022/11/12,Arizona Coyotes
2152,New York Islanders,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,50.0,0.0,50.0,46.0,29.0,55.7,2023,2022/11/12,Columbus Blue Jackets
2153,New York Rangers,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,35.0,18.0,51.0,2023,2022/11/12,Nashville Predators
2154,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,33.3,0.0,33.3,38.0,27.0,55.2,2023,2022/11/12,Ottawa Senators
2155,Pittsburgh Penguins,1,0,0,1,1,.500,0,0,0,4,5,4.00,5.00,33.3,80.0,33.3,80.0,24.0,42.0,54.0,2023,2022/11/12,Montreal Canadiens
2156,Boston Bruins,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,33.3,100.0,0.0,100.0,30.0,31.0,47.5,2023,2022/11/12,Buffalo Sabres
2157,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,66.7,0.0,100.0,31.0,30.0,52.5,2023,2022/11/12,Boston Bruins
2158,Montréal Canadiens,1,1,0,0,2,1.000,0,1,0,5,4,5.00,4.00,20.0,66.7,20.0,66.7,42.0,24.0,46.0,2023,2022/11/12,Pittsburgh Penguins
2159,Ottawa Senators,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,66.7,100.0,66.7,100.0,27.0,38.0,44.8,2023,2022/11/12,Philadelphia Flyers
2160,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,50.0,75.0,50.0,75.0,34.0,29.0,56.3,2023,2022/11/12,Vancouver Canucks
2161,Carolina Hurricanes,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,75.0,0.0,75.0,25.0,28.0,62.0,2023,2022/11/12,Colorado Avalanche
2162,Florida Panthers,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,33.3,80.0,33.3,80.0,42.0,32.0,46.6,2023,2022/11/12,Edmonton Oilers
2163,Chicago Blackhawks,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,22.0,41.0,62.9,2023,2022/11/12,Anaheim Ducks
2164,Detroit Red Wings,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,50.0,33.3,50.0,33.3,21.0,21.0,42.3,2023,2022/11/12,Los Angeles Kings
2165,Nashville Predators,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,18.0,35.0,49.0,2023,2022/11/12,New York Rangers
2166,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,--,-25.0,--,28.0,36.0,39.7,2023,2022/11/12,Vegas Golden Knights
2167,Calgary Flames,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,100.0,0.0,133.3,35.0,23.0,46.6,2023,2022/11/12,Winnipeg Jets
2168,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,25.0,100.0,25.0,100.0,28.0,25.0,38.0,2023,2022/11/12,Carolina Hurricanes
2169,Edmonton Oilers,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,20.0,66.7,20.0,66.7,32.0,42.0,53.5,2023,2022/11/12,Florida Panthers
2170,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,25.0,50.0,25.0,50.0,29.0,34.0,43.8,2023,2022/11/12,Toronto Maple Leafs
2171,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,41.0,22.0,37.1,2023,2022/11/12,Chicago Blackhawks
2172,Los Angeles Kings,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,66.7,50.0,66.7,50.0,21.0,21.0,57.7,2023,2022/11/12,Detroit Red Wings
2173,Columbus Blue Jackets,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,50.0,100.0,50.0,100.0,29.0,46.0,44.3,2023,2022/11/12,New York Islanders
2174,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,100.0,-33.3,100.0,23.0,35.0,53.5,2023,2022/11/12,Calgary Flames
2175,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,50.0,87.5,50.0,87.5,18.0,26.0,41.8,2023,2022/11/12,New Jersey Devils
2176,Vegas Golden Knights,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,--,100.0,--,125.0,36.0,28.0,60.3,2023,2022/11/12,St. Louis Blues
2177,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,66.7,0.0,66.7,23.0,30.0,50.0,2023,2022/11/11,Toronto Maple Leafs
